Dataset,k,L,K,T,RATIO,RECALL,AVG_TIME,COST,DATE
audio,100,2,18,24,1.00018,0.9916,0.33627,0.0247657,1324.77,
audio,1,2,18,24,1,1,0.29824,0.0203634,1324.77,
audio,10,2,18,24,1.0001,0.995,0.33969,0.0211772,1324.77,
audio,20,2,18,24,1.00014,0.995,0.31122,0.0220791,1324.77,
audio,30,2,18,24,1.00016,0.995,0.31129,0.0230232,1324.77,
audio,40,2,18,24,1.00017,0.99425,0.37744,0.0239161,1324.77,
audio,50,2,18,24,1.00018,0.994,0.3286,0.02477,1324.77,
audio,60,2,18,24,1.00018,0.994333,0.33247,0.0256294,1324.77,
audio,70,2,18,24,1.00019,0.994,0.34371,0.0265065,1324.77,
audio,80,2,18,24,1.00018,0.993875,0.34316,0.0273555,1324.77,
audio,90,2,18,24,1.00018,0.992778,0.36178,0.0282188,1324.77,
audio,100,2,18,24,1.00019,0.9932,0.36848,0.029083,1324.77,
audio,100,2,18,24,1.00026,0.9907,0.33588,0.02477,1324.77,
audio,50,2,18,24,1.00011,0.9942,0.3517,0.0247727,1324.77,
audio,1,2,18,24,1,1,0.31746,0.0203748,1324.77,
audio,10,2,18,24,1.00006,0.998,0.29216,0.0212073,1324.77,
audio,20,2,18,24,1.00012,0.993,0.25948,0.0221073,1324.77,
audio,30,2,18,24,1.00015,0.994667,0.3307,0.0230585,1324.77,
audio,40,2,18,24,1.00015,0.9945,0.36017,0.0239497,1324.77,
audio,50,2,18,24,1.00014,0.994,0.34742,0.0248222,1324.77,
audio,60,2,18,24,1.00012,0.994833,0.34,0.0257008,1324.77,
audio,70,2,18,24,1.00013,0.995,0.35828,0.026544,1324.77,
audio,80,2,18,24,1.00013,0.99525,0.39735,0.0274143,1324.77,
audio,90,2,18,24,1.00013,0.994556,0.42364,0.0282631,1324.77,
audio,100,2,18,24,1.00012,0.9951,0.43786,0.0291337,1324.77,
audio,100,2,18,24,1.00021,0.9922,0.31877,0.0248222,1324.77,
mnist,1,2,18,24,1,1,0.49113,0.0148309,1324.87,
mnist,10,2,18,24,1,1,0.51492,0.0154012,1324.87,
mnist,20,2,18,24,1,1,0.48252,0.0160552,1324.87,
mnist,30,2,18,24,1.00002,0.998667,0.52513,0.0166946,1324.87,
mnist,40,2,18,24,1.00004,0.9985,0.51704,0.0172963,1324.87,
mnist,50,2,18,24,1.00004,0.9984,0.56855,0.0179221,1324.87,
mnist,60,2,18,24,1.00004,0.998167,0.54708,0.0185197,1324.87,
mnist,70,2,18,24,1.00004,0.998429,0.59513,0.0191436,1324.87,
mnist,80,2,18,24,1.00005,0.9975,0.63261,0.0197284,1324.87,
mnist,90,2,18,24,1.00006,0.997,0.65457,0.0203467,1324.87,
mnist,100,2,18,24,1.00008,0.996,0.63721,0.0209221,1324.87,
mnist,100,2,18,24,1.00012,0.9939,0.53219,0.0179221,1324.87,
mnist,1,2,18,24,1,1,0.48077,0.0148381,1324.88,
mnist,10,2,18,24,1,1,0.50255,0.0154052,1324.88,
mnist,20,2,18,24,1.00001,0.999,0.52483,0.0160395,1324.88,
mnist,30,2,18,24,1.00003,0.998667,0.51427,0.0166662,1324.88,
mnist,40,2,18,24,1.00004,0.99825,0.53567,0.0172776,1324.88,
mnist,50,2,18,24,1.00005,0.998,0.59337,0.0178707,1324.88,
mnist,60,2,18,24,1.00006,0.997167,0.60378,0.0184788,1324.88,
mnist,70,2,18,24,1.00006,0.997286,0.61419,0.0190736,1324.88,
mnist,80,2,18,24,1.00007,0.997125,0.60045,0.0196773,1324.88,
mnist,90,2,18,24,1.00006,0.997222,0.61141,0.020292,1324.88,
mnist,100,2,18,24,1.00007,0.9961,0.6636,0.0208793,1324.88,
mnist,100,2,18,24,1.00014,0.9937,0.53194,0.0178707,1324.88,
mnist,50,2,18,24,1.00009,0.9974,0.59252,0.0178828,1324.88,
mnist,1,2,18,24,1,1,0.50919,0.0147732,1324.88,
mnist,10,2,18,24,1,1,0.51465,0.0153676,1324.88,
mnist,20,2,18,24,1,1,0.52532,0.0160202,1324.88,
mnist,30,2,18,24,1.00003,0.998667,0.55704,0.0166905,1324.88,
mnist,40,2,18,24,1.00005,0.9985,0.55606,0.0172883,1324.88,
mnist,50,2,18,24,1.00006,0.9976,0.52566,0.0178833,1324.88,
mnist,60,2,18,24,1.00008,0.997,0.59692,0.0184833,1324.88,
mnist,70,2,18,24,1.00008,0.997286,0.59567,0.0191087,1324.88,
mnist,80,2,18,24,1.00008,0.996625,0.59355,0.0197274,1324.88,
mnist,90,2,18,24,1.00007,0.997111,0.60778,0.0203876,1324.88,
mnist,100,2,18,24,1.00009,0.9961,0.65387,0.0209677,1324.88,
mnist,100,2,18,24,1.00017,0.9931,0.53928,0.0178833,1324.88,
mnist,1,2,18,24,1,1,0.4828,0.0147823,1324.88,
mnist,10,2,18,24,1,1,0.46124,0.0153615,1324.88,
mnist,20,2,18,24,1,0.9995,0.45341,0.0160246,1324.88,
mnist,30,2,18,24,1.00002,0.999,0.48645,0.0166259,1324.88,
mnist,40,2,18,24,1.00002,0.99925,0.53305,0.0172557,1324.88,
mnist,50,2,18,24,1.00003,0.9986,0.52216,0.0178545,1324.88,
mnist,60,2,18,24,1.00005,0.998,0.53632,0.0184667,1324.88,
mnist,70,2,18,24,1.00005,0.997714,0.54834,0.0191062,1324.88,
mnist,80,2,18,24,1.00006,0.99675,0.56009,0.0197358,1324.88,
mnist,90,2,18,24,1.00007,0.996444,0.59995,0.0203318,1324.88,
mnist,100,2,18,24,1.00009,0.9958,0.56854,0.0209037,1324.88,
mnist,100,2,18,24,1.00012,0.9942,0.48546,0.0178545,1324.88,
mnist,1,2,18,24,1,1,0.41364,0.0148156,1324.88,
mnist,10,2,18,24,1.00006,0.999,0.42594,0.015399,1324.88,
mnist,20,2,18,24,1.00005,0.9995,0.43973,0.0160617,1324.88,
mnist,30,2,18,24,1.00005,0.998667,0.46482,0.0167,1324.88,
mnist,40,2,18,24,1.00007,0.99825,0.47982,0.0173114,1324.88,
mnist,50,2,18,24,1.00007,0.998,0.49557,0.0178913,1324.88,
mnist,60,2,18,24,1.00007,0.998333,0.50867,0.0184962,1324.88,
mnist,70,2,18,24,1.00007,0.998,0.56543,0.0191363,1324.88,
mnist,80,2,18,24,1.00008,0.997,0.55041,0.019739,1324.88,
mnist,90,2,18,24,1.00008,0.996778,0.55391,0.0203139,1324.88,
mnist,100,2,18,24,1.00009,0.996,0.55767,0.0209132,1324.88,
mnist,100,2,18,24,1.00015,0.9937,0.49877,0.0178913,1324.88,
mnist,50,2,18,24,1.00007,0.9972,0.53176,0.0179383,1324.88,
mnist,1,2,18,24,1,1,0.53731,0.0148443,1324.88,
mnist,10,2,18,24,1,1,0.55076,0.0154169,1324.88,
mnist,20,2,18,24,1,1,0.52571,0.0161082,1324.88,
mnist,30,2,18,24,1.00001,0.999333,0.53675,0.0167212,1324.88,
mnist,40,2,18,24,1.00003,0.99875,0.57341,0.0173543,1324.88,
mnist,50,2,18,24,1.00004,0.9982,0.57442,0.0179331,1324.88,
mnist,60,2,18,24,1.00005,0.997833,0.56105,0.018537,1324.88,
mnist,70,2,18,24,1.00007,0.997,0.58374,0.0191609,1324.88,
mnist,80,2,18,24,1.00007,0.997,0.69093,0.019764,1324.88,
mnist,90,2,18,24,1.00008,0.996778,0.65503,0.0203843,1324.88,
mnist,100,2,18,24,1.00008,0.9958,0.69272,0.0209575,1324.88,
mnist,100,2,18,24,1.00013,0.9938,0.54369,0.0179331,1324.88,
mnist,1,2,18,24,1,1,0.46038,0.0148134,1324.88,
mnist,10,2,18,24,1,1,0.4441,0.0154082,1324.88,
mnist,20,2,18,24,1,1,0.48678,0.0160742,1324.88,
mnist,30,2,18,24,1.00002,0.999,0.4749,0.0167112,1324.88,
mnist,40,2,18,24,1.00004,0.99825,0.51632,0.0173186,1324.88,
mnist,50,2,18,24,1.00006,0.9976,0.52724,0.0178938,1324.88,
mnist,60,2,18,24,1.00007,0.998,0.58793,0.0184948,1324.88,
mnist,70,2,18,24,1.00007,0.997857,0.57252,0.0191263,1324.88,
mnist,80,2,18,24,1.00007,0.9975,0.58369,0.0197527,1324.88,
mnist,90,2,18,24,1.00007,0.997,0.59715,0.0203487,1324.88,
mnist,100,2,18,24,1.00008,0.9965,0.5992,0.020943,1324.88,
mnist,100,2,18,24,1.00016,0.9934,0.50667,0.0178938,1324.88,
mnist,1,2,18,24,1,1,0.42716,0.014837,1324.88,
mnist,10,2,18,24,1,1,0.48348,0.015413,1324.88,
mnist,20,2,18,24,1,1,0.5173,0.0160699,1324.88,
mnist,30,2,18,24,1.00003,0.998333,0.47964,0.0166839,1324.88,
mnist,40,2,18,24,1.00005,0.998,0.50085,0.0172798,1324.88,
mnist,50,2,18,24,1.00007,0.998,0.50996,0.017898,1324.88,
mnist,60,2,18,24,1.00006,0.997833,0.51164,0.0184921,1324.88,
mnist,70,2,18,24,1.00007,0.997429,0.53176,0.0191072,1324.88,
mnist,80,2,18,24,1.00008,0.99675,0.55767,0.0197097,1324.88,
mnist,90,2,18,24,1.00008,0.996444,0.58135,0.0203522,1324.88,
mnist,100,2,18,24,1.00009,0.9958,0.59232,0.0209356,1324.88,
mnist,100,2,18,24,1.00016,0.9928,0.5029,0.017898,1324.88,
mnist,50,2,18,24,1.00004,0.9986,0.55843,0.0179162,1324.88,
mnist,1,2,18,24,1,1,0.47715,0.0148047,1324.88,
mnist,10,2,18,24,1.00006,0.999,0.45527,0.0153671,1324.88,
mnist,20,2,18,24,1.00005,0.9995,0.50024,0.0160274,1324.88,
mnist,30,2,18,24,1.00006,0.998333,0.46866,0.016654,1324.88,
mnist,40,2,18,24,1.00007,0.9985,0.51047,0.0172699,1324.88,
mnist,50,2,18,24,1.00008,0.998,0.52442,0.0178761,1324.88,
mnist,60,2,18,24,1.00008,0.997667,0.53674,0.0184622,1324.88,
mnist,70,2,18,24,1.0001,0.997143,0.55933,0.0190992,1324.88,
mnist,80,2,18,24,1.00009,0.996875,0.58971,0.0197273,1324.88,
mnist,90,2,18,24,1.00009,0.997,0.60556,0.0203022,1324.88,
mnist,100,2,18,24,1.0001,0.9963,0.59301,0.0208993,1324.88,
mnist,100,2,18,24,1.00015,0.9939,0.51714,0.0178761,1324.88,
mnist,1,2,18,24,1,1,0.47558,0.0148803,1324.88,
mnist,10,2,18,24,1,1,0.46183,0.015445,1324.88,
mnist,20,2,18,24,1,1,0.45653,0.0160972,1324.88,
mnist,30,2,18,24,1.00001,0.999,0.47416,0.0167216,1324.88,
mnist,40,2,18,24,1.00002,0.999,0.49781,0.0173084,1324.88,
mnist,50,2,18,24,1.00003,0.9986,0.51109,0.0179241,1324.88,
mnist,60,2,18,24,1.00004,0.998,0.55168,0.0185284,1324.88,
mnist,70,2,18,24,1.00005,0.997857,0.58559,0.0191482,1324.88,
mnist,80,2,18,24,1.00006,0.9975,0.57296,0.0197316,1324.88,
mnist,90,2,18,24,1.00005,0.997556,0.57653,0.0203207,1324.88,
mnist,100,2,18,24,1.00006,0.9969,0.6233,0.0209094,1324.88,
mnist,100,2,18,24,1.00011,0.9942,0.54288,0.0179241,1324.88,
mnist,1,2,18,24,1,1,0.49522,0.0148253,1324.88,
mnist,10,2,18,24,1,1,0.53279,0.0154298,1324.88,
mnist,20,2,18,24,1.00001,0.9985,0.47832,0.0160605,1324.88,
mnist,30,2,18,24,1.00003,0.998333,0.53424,0.0167186,1324.88,
mnist,40,2,18,24,1.00005,0.998,0.51918,0.0173065,1324.88,
mnist,50,2,18,24,1.00007,0.9972,0.53499,0.0178839,1324.88,
mnist,60,2,18,24,1.00008,0.997167,0.5632,0.0184818,1324.88,
mnist,70,2,18,24,1.00008,0.997286,0.57263,0.0191157,1324.88,
mnist,80,2,18,24,1.00009,0.9965,0.57448,0.0196886,1324.88,
mnist,90,2,18,24,1.0001,0.995889,0.59971,0.0202911,1324.88,
mnist,100,2,18,24,1.0001,0.995,0.58536,0.0208764,1324.88,
mnist,100,2,18,24,1.00018,0.9922,0.54399,0.0178839,1324.88,
mnist,50,2,18,24,1.00004,0.9982,0.55133,0.0179271,1324.88,
mnist,1,2,18,24,1,1,0.47328,0.0148314,1324.88,
mnist,10,2,18,24,1,1,0.44365,0.0153906,1324.88,
mnist,20,2,18,24,1.00001,0.9995,0.45897,0.016038,1324.88,
mnist,30,2,18,24,1.00004,0.998,0.46577,0.0166661,1324.88,
mnist,40,2,18,24,1.00008,0.9975,0.52153,0.0173356,1324.88,
mnist,50,2,18,24,1.00008,0.9974,0.53554,0.0179314,1324.88,
mnist,60,2,18,24,1.00009,0.997333,0.54296,0.0185192,1324.88,
mnist,70,2,18,24,1.00009,0.997,0.57085,0.019144,1324.88,
mnist,80,2,18,24,1.00009,0.996625,0.55959,0.0197457,1324.88,
mnist,90,2,18,24,1.00009,0.996333,0.64017,0.0203552,1324.88,
mnist,100,2,18,24,1.0001,0.9958,0.58355,0.0209537,1324.88,
mnist,100,2,18,24,1.00019,0.9927,0.52313,0.0179314,1324.88,
mnist,1,2,18,24,1,1,0.51253,0.0148609,1324.89,
mnist,10,2,18,24,1,1,0.48517,0.0154177,1324.89,
mnist,20,2,18,24,1,1,0.54715,0.0160906,1324.89,
mnist,30,2,18,24,1.00001,0.999333,0.56765,0.0167157,1324.89,
mnist,40,2,18,24,1.00002,0.99925,0.57453,0.0172819,1324.89,
mnist,50,2,18,24,1.00002,0.9988,0.56029,0.0179077,1324.89,
mnist,60,2,18,24,1.00003,0.998667,0.59038,0.018508,1324.89,
mnist,70,2,18,24,1.00004,0.998143,0.57048,0.0191109,1324.89,
mnist,80,2,18,24,1.00005,0.997375,0.57701,0.0197338,1324.89,
mnist,90,2,18,24,1.00005,0.997,0.59743,0.0203313,1324.89,
mnist,100,2,18,24,1.00007,0.9959,0.61741,0.020898,1324.89,
mnist,100,2,18,24,1.00012,0.9934,0.5147,0.0179077,1324.89,
mnist,1,2,18,24,1,1,0.53284,0.0148482,1324.89,
mnist,10,2,18,24,1,1,0.46388,0.0154373,1324.89,
mnist,20,2,18,24,1,1,0.51101,0.0160778,1324.89,
mnist,30,2,18,24,1.00001,0.999333,0.52656,0.0167127,1324.89,
mnist,40,2,18,24,1.00002,0.999,0.51339,0.0173462,1324.89,
mnist,50,2,18,24,1.00004,0.9982,0.52524,0.0179333,1324.89,
mnist,60,2,18,24,1.00005,0.998,0.58787,0.0185003,1324.89,
mnist,70,2,18,24,1.00006,0.997429,0.61353,0.0191159,1324.89,
mnist,80,2,18,24,1.00007,0.99675,0.61747,0.0197102,1324.89,
mnist,90,2,18,24,1.00008,0.996222,0.60692,0.0203936,1324.89,
mnist,100,2,18,24,1.00009,0.9957,0.60678,0.0209239,1324.89,
mnist,100,2,18,24,1.00014,0.9929,0.51319,0.0179333,1324.89,
mnist,50,2,18,24,1.00005,0.9978,0.53594,0.0178602,1324.89,
mnist,1,2,18,24,1,1,0.51156,0.0148294,1324.89,
mnist,10,2,18,24,1,1,0.531,0.0154079,1324.89,
mnist,20,2,18,24,1,1,0.50152,0.0160811,1324.89,
mnist,30,2,18,24,1.00002,0.999,0.5766,0.0166903,1324.89,
mnist,40,2,18,24,1.00003,0.99875,0.57641,0.0172858,1324.89,
mnist,50,2,18,24,1.00004,0.9986,0.55306,0.0178809,1324.89,
mnist,60,2,18,24,1.00004,0.9985,0.57532,0.0184776,1324.89,
mnist,70,2,18,24,1.00004,0.998571,0.61606,0.0191124,1324.89,
mnist,80,2,18,24,1.00004,0.998,0.61576,0.019736,1324.89,
mnist,90,2,18,24,1.00005,0.997667,0.61365,0.0203361,1324.89,
mnist,100,2,18,24,1.00006,0.9966,0.64479,0.020914,1324.89,
mnist,100,2,18,24,1.00011,0.9945,0.54316,0.0178809,1324.89,
mnist,1,2,18,24,1,1,0.47402,0.0148776,1324.89,
mnist,10,2,18,24,1,1,0.49976,0.015436,1324.89,
mnist,20,2,18,24,1,1,0.52346,0.0160926,1324.89,
mnist,30,2,18,24,1.00001,0.999,0.53679,0.0167037,1324.89,
mnist,40,2,18,24,1.00003,0.9985,0.55311,0.0173043,1324.89,
mnist,50,2,18,24,1.00004,0.9984,0.52037,0.017902,1324.89,
mnist,60,2,18,24,1.00005,0.998167,0.53088,0.0185075,1324.89,
mnist,70,2,18,24,1.00005,0.998,0.64081,0.0191221,1324.89,
mnist,80,2,18,24,1.00005,0.997875,0.64655,0.0197289,1324.89,
mnist,90,2,18,24,1.00005,0.997778,0.64785,0.0203358,1324.89,
mnist,100,2,18,24,1.00005,0.9972,0.67192,0.0209216,1324.89,
mnist,100,2,18,24,1.00011,0.9945,0.55417,0.017902,1324.89,
mnist,1,2,18,24,1,1,0.52924,0.0148065,1324.9,
mnist,10,2,18,24,1,1,0.57898,0.0153791,1324.9,
mnist,20,2,18,24,1,1,0.64994,0.0160291,1324.9,
mnist,30,2,18,24,1.00001,0.998333,0.61104,0.0166552,1324.9,
mnist,40,2,18,24,1.00004,0.9985,0.62646,0.0172811,1324.9,
mnist,50,2,18,24,1.00006,0.9976,0.63714,0.0178707,1324.9,
mnist,60,2,18,24,1.00006,0.997833,0.62641,0.0184614,1324.9,
mnist,70,2,18,24,1.00007,0.997714,0.61884,0.0191047,1324.9,
mnist,80,2,18,24,1.00006,0.99725,0.69585,0.0196957,1324.9,
mnist,90,2,18,24,1.00007,0.996889,0.70644,0.0203092,1324.9,
mnist,100,2,18,24,1.00008,0.9961,0.75597,0.0208896,1324.9,
mnist,100,2,18,24,1.00016,0.9931,0.58587,0.0178707,1324.9,
mnist,50,2,18,24,1.00004,0.998,0.54529,0.0178918,1324.9,
mnist,1,2,18,24,1,1,0.54166,0.0148268,1324.9,
mnist,10,2,18,24,1,1,0.50233,0.015404,1324.9,
mnist,20,2,18,24,1,1,0.56169,0.0160592,1324.9,
mnist,30,2,18,24,1.00001,0.999333,0.55313,0.0167129,1324.9,
mnist,40,2,18,24,1.00002,0.999,0.61438,0.0173497,1324.9,
mnist,50,2,18,24,1.00003,0.9982,0.62826,0.0179293,1324.9,
mnist,60,2,18,24,1.00004,0.998167,0.63175,0.0185251,1324.9,
mnist,70,2,18,24,1.00005,0.998143,0.62474,0.0191495,1324.9,
mnist,80,2,18,24,1.00004,0.997625,0.67971,0.0197676,1324.9,
mnist,90,2,18,24,1.00005,0.997333,0.66541,0.0203428,1324.9,
mnist,100,2,18,24,1.00007,0.9962,0.6491,0.0209172,1324.9,
mnist,100,2,18,24,1.00012,0.9936,0.59899,0.0179293,1324.9,
mnist,1,2,18,24,1,1,0.4992,0.0148329,1324.9,
mnist,10,2,18,24,1,1,0.52809,0.015438,1324.9,
mnist,20,2,18,24,1,1,0.55083,0.0161079,1324.9,
mnist,30,2,18,24,1,0.999333,0.56435,0.0167247,1324.9,
mnist,40,2,18,24,1.00002,0.999,0.57285,0.0173328,1324.9,
mnist,50,2,18,24,1.00003,0.9982,0.62705,0.0179082,1324.9,
mnist,60,2,18,24,1.00005,0.997833,0.57948,0.018493,1324.9,
mnist,70,2,18,24,1.00006,0.997429,0.63848,0.0191338,1324.9,
mnist,80,2,18,24,1.00005,0.997,0.63711,0.0197395,1324.9,
mnist,90,2,18,24,1.00006,0.996333,0.66298,0.0203316,1324.9,
mnist,100,2,18,24,1.00007,0.9958,0.67007,0.0209298,1324.9,
mnist,100,2,18,24,1.00013,0.9933,0.60847,0.0179082,1324.9,
mnist,1,2,18,24,1,1,0.53891,0.0148119,1324.9,
mnist,10,2,18,24,1,1,0.50018,0.0154,1324.9,
mnist,20,2,18,24,1,1,0.52669,0.0160497,1324.9,
mnist,30,2,18,24,1.00001,0.999333,0.51194,0.0166798,1324.9,
mnist,40,2,18,24,1.00002,0.999,0.58002,0.0173017,1324.9,
mnist,50,2,18,24,1.00003,0.9986,0.58856,0.0178828,1324.9,
mnist,60,2,18,24,1.00004,0.998167,0.76114,0.0184759,1324.9,
mnist,70,2,18,24,1.00005,0.997857,0.64116,0.0191018,1324.9,
mnist,80,2,18,24,1.00005,0.996625,0.62955,0.0197082,1324.9,
mnist,90,2,18,24,1.00006,0.996667,0.63357,0.0203361,1324.9,
mnist,100,2,18,24,1.00007,0.9956,0.67175,0.0209182,1324.9,
mnist,100,2,18,24,1.00012,0.9934,0.62872,0.0178828,1324.9,
mnist,50,2,18,24,1.00003,0.9984,0.55477,0.0179015,1324.9,
mnist,1,2,18,24,1,1,0.53985,0.0148274,1324.9,
mnist,10,2,18,24,1,1,0.50571,0.0154187,1324.9,
mnist,20,2,18,24,1.00001,0.999,0.54781,0.016058,1324.9,
mnist,30,2,18,24,1.00003,0.998333,0.563,0.0166868,1324.9,
mnist,40,2,18,24,1.00005,0.998,0.58768,0.0173535,1324.9,
mnist,50,2,18,24,1.00005,0.998,0.60373,0.0179253,1324.9,
mnist,60,2,18,24,1.00006,0.997667,0.58928,0.0185324,1324.9,
mnist,70,2,18,24,1.00006,0.997857,0.59471,0.0191438,1324.9,
mnist,80,2,18,24,1.00007,0.99725,0.66723,0.0197344,1324.9,
mnist,90,2,18,24,1.00008,0.997,0.61904,0.0203577,1324.9,
mnist,100,2,18,24,1.00009,0.996,0.63073,0.0209273,1324.9,
mnist,100,2,18,24,1.00012,0.9941,0.54431,0.0179253,1324.9,
mnist,1,2,18,24,1,1,0.4931,0.0148089,1324.9,
mnist,10,2,18,24,1,1,0.54068,0.0153968,1324.9,
mnist,20,2,18,24,1,1,0.48764,0.0160365,1324.9,
mnist,30,2,18,24,1.00001,0.999,0.55153,0.0166696,1324.9,
mnist,40,2,18,24,1.00003,0.99875,0.58705,0.0173291,1324.9,
mnist,50,2,18,24,1.00005,0.9974,0.61207,0.0179201,1324.9,
mnist,60,2,18,24,1.00006,0.997667,0.59518,0.0184993,1324.9,
mnist,70,2,18,24,1.00007,0.997571,0.62849,0.0191254,1324.9,
mnist,80,2,18,24,1.00006,0.997375,0.63432,0.0197313,1324.9,
mnist,90,2,18,24,1.00007,0.996667,0.66722,0.0203554,1324.9,
mnist,100,2,18,24,1.00007,0.9962,0.65814,0.0209256,1324.9,
mnist,100,2,18,24,1.00014,0.9931,0.53936,0.0179201,1324.9,
mnist,1,2,18,24,1,1,0.55658,0.0147856,1324.9,
mnist,10,2,18,24,1,1,0.53118,0.0153661,1324.9,
mnist,20,2,18,24,1,1,0.53545,0.0160326,1324.9,
mnist,30,2,18,24,1.00001,0.999,0.56278,0.0166515,1324.9,
mnist,40,2,18,24,1.00004,0.99775,0.57652,0.0172622,1324.9,
mnist,50,2,18,24,1.00006,0.9976,0.55552,0.0178661,1324.9,
mnist,60,2,18,24,1.00005,0.998,0.59153,0.0184625,1324.9,
mnist,70,2,18,24,1.00006,0.997571,0.57105,0.0190983,1324.9,
mnist,80,2,18,24,1.00006,0.997125,0.66859,0.0196985,1324.9,
mnist,90,2,18,24,1.00008,0.996889,0.69116,0.020304,1324.9,
mnist,100,2,18,24,1.00008,0.9965,0.7155,0.0209475,1324.9,
mnist,100,2,18,24,1.00015,0.9937,0.62919,0.0178661,1324.9,
mnist,50,2,18,24,1.00004,0.998,0.55885,0.0179067,1324.9,
mnist,1,2,18,24,1,1,0.48787,0.0148533,1324.9,
mnist,10,2,18,24,1,1,0.50288,0.0154271,1324.9,
mnist,20,2,18,24,1,1,0.56167,0.0160681,1324.9,
mnist,30,2,18,24,1.00001,0.999,0.56342,0.0166916,1324.9,
mnist,40,2,18,24,1.00002,0.99875,0.58134,0.0173318,1324.9,
mnist,50,2,18,24,1.00002,0.9986,0.59553,0.0179217,1324.9,
mnist,60,2,18,24,1.00004,0.998667,0.60086,0.0184916,1324.9,
mnist,70,2,18,24,1.00004,0.998571,0.63573,0.0191197,1324.9,
mnist,80,2,18,24,1.00005,0.997625,0.58768,0.0197214,1324.9,
mnist,90,2,18,24,1.00005,0.997333,0.61892,0.0203042,1324.9,
mnist,100,2,18,24,1.00006,0.9962,0.62146,0.0208849,1324.9,
mnist,100,2,18,24,1.00012,0.9937,0.54475,0.0179217,1324.9,
mnist,50,2,18,0,1.00004,0.998,0.76366,0.0196296,1325.34,
audio,1,2,18,24,1,1,0.28597,0.0203401,1325.58,
audio,10,2,18,24,1.00006,0.997,0.31721,0.0211549,1325.58,
audio,20,2,18,24,1.00011,0.994,0.31258,0.0220498,1325.58,
audio,30,2,18,24,1.00014,0.993667,0.31669,0.0229924,1325.58,
audio,40,2,18,24,1.00017,0.993,0.35328,0.0238906,1325.58,
audio,50,2,18,24,1.00018,0.9926,0.3581,0.024753,1325.58,
audio,60,2,18,24,1.00019,0.993,0.37139,0.0256351,1325.58,
audio,70,2,18,24,1.0002,0.993,0.37635,0.0265056,1325.58,
audio,80,2,18,24,1.0002,0.99325,0.57117,0.0273377,1325.58,
audio,90,2,18,24,1.00021,0.992556,0.42298,0.0282058,1325.58,
audio,100,2,18,24,1.00021,0.9928,0.42405,0.0290649,1325.58,
audio,100,2,18,24,1.00029,0.9899,0.3557,0.024753,1325.58,
audio,1,2,18,24,1,1,0.29264,0.0203063,1325.58,
audio,10,2,18,24,1.00007,0.996,0.29713,0.0211089,1325.58,
audio,20,2,18,24,1.00011,0.995,0.32402,0.0220403,1325.58,
audio,30,2,18,24,1.00012,0.994667,0.45105,0.0229457,1325.58,
audio,40,2,18,24,1.00014,0.994,0.33496,0.0238428,1325.58,
audio,50,2,18,24,1.00017,0.9924,0.35331,0.0247046,1325.58,
audio,60,2,18,24,1.00018,0.993167,0.35545,0.0255746,1325.58,
audio,70,2,18,24,1.00016,0.993714,0.3716,0.02643,1325.58,
audio,80,2,18,24,1.00017,0.993625,0.39802,0.0273095,1325.58,
audio,90,2,18,24,1.00019,0.992667,0.40746,0.0281758,1325.58,
audio,100,2,18,24,1.00018,0.9935,0.45062,0.0290389,1325.58,
audio,100,2,18,24,1.00029,0.9896,0.3681,0.0247046,1325.58,
audio,50,2,18,24,1.00015,0.995,0.32713,0.0247163,1325.58,
audio,1,2,18,24,1,1,0.32791,0.0203916,1325.58,
audio,10,2,18,24,1.00005,0.999,0.31183,0.0212389,1325.58,
audio,20,2,18,24,1.00007,0.9965,0.36066,0.0221334,1325.58,
audio,30,2,18,24,1.00007,0.996333,0.46518,0.0230738,1325.58,
audio,40,2,18,24,1.00009,0.996,0.36855,0.0239506,1325.58,
audio,50,2,18,24,1.0001,0.9952,0.37497,0.0248,1325.58,
audio,60,2,18,24,1.0001,0.995667,0.38807,0.0256451,1325.58,
audio,70,2,18,24,1.00009,0.996286,0.37668,0.0264962,1325.58,
audio,80,2,18,24,1.0001,0.99575,0.3928,0.0273531,1325.58,
audio,90,2,18,24,1.00011,0.995111,0.44597,0.0282177,1325.58,
audio,100,2,18,24,1.00012,0.9952,0.4163,0.0291116,1325.58,
audio,100,2,18,24,1.00017,0.9928,0.36204,0.0248,1325.58,
audio,1,2,18,24,1,1,0.30864,0.0203019,1325.58,
audio,10,2,18,24,1.00007,0.998,0.28579,0.021098,1325.58,
audio,20,2,18,24,1.00009,0.996,0.31704,0.0220151,1325.58,
audio,30,2,18,24,1.00011,0.995333,0.34688,0.0229442,1325.58,
audio,40,2,18,24,1.00011,0.99525,0.33217,0.0238406,1325.58,
audio,50,2,18,24,1.00013,0.9938,0.36389,0.0247008,1325.58,
audio,60,2,18,24,1.00015,0.9945,0.40625,0.025579,1325.58,
audio,70,2,18,24,1.00014,0.994571,0.37726,0.0264455,1325.58,
audio,80,2,18,24,1.00013,0.99475,0.36624,0.0273171,1325.58,
audio,90,2,18,24,1.00013,0.994,0.45628,0.028189,1325.58,
audio,100,2,18,24,1.00014,0.9937,0.40246,0.0290682,1325.58,
audio,100,2,18,24,1.00024,0.9902,0.31826,0.0247008,1325.58,
audio,1,2,18,24,1,1,0.32234,0.0202988,1325.58,
